NEW BOM ID,Component Type,PHX Class,Supplier/Manufacturer,Address,Email,Contact Number,SUPPLIER MFG LT,TRANSIT LT,AMZ Safety Days,WH Safety Days,PO Issue Days,Master Pack,MOQ,OrderingUOM,Unit Price (Published Online),Shipping Cost,Landed Cost,"Conversion ( to L, Kg, Caps, pc)",Converted Unit Price,IMS-Unit,Supplier/Manufacturer,Address,Email,Contact Number,Supplier Payment Terms,Product Link,Supplier Product ID/Model #,Description,Remarks,Alternative Supplier 1,Alternative Supplier 2,Monthly Usage,Monthly Spend,duplicate,TOTAL LT BOM MASTER,,Comments,,,,,,,,,
LABL-NS-6x5-Monk-Fruit-Liquid-US-8oz,Label,B,Wizard Labels,"29139 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3041,6,3,60,30,3,1,500,pcs,0.31,0,0.31,1,0.31,Pcs,Wizard Labels,"29139 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-NS-Shrink-Sleeve-Liquid-Stevia-Caramel-US-2oz,Label,C,Traco Packaging,"29140 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3042,54,6,60,30,3,1,500,pcs,0.16,0,0.16,1,0.16,Pcs,Traco Packaging,"620 South 1325 West Orem, UT 84058",tbergstrom@tracopackaging.com,800-284-9727 ext. 259,CBS,,,,,,,,,1,63,,,,,,,,,,,
LABL-PS-Shrink-Sleeve-Alcohol-Hand-Sanitizer-Spray-2oz,Label,,Wizard Labels,"29141 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3043,6,3,60,30,3,1,500,pcs,0.08,0.1,0.18,1,0.18,Pcs,Wizard Labels,"29141 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-PS-Shrink-Sleeve-Alcohol-Tea-Tree-Purifying-Spray-2oz,Label,,Wizard Labels,"29142 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3044,6,3,60,30,3,1,500,pcs,0.08,0.01,0.09,1,0.09,Pcs,Wizard Labels,"29142 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-5.3125x5.25-Sleep-Spray-16oz,Label,C,Wizard Labels,"29143 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3045,6,3,60,30,3,1,500,pcs,0.4043,0,0.4043,1,0.4043,Pcs,Wizard Labels,"29143 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-5.3x5.2-Sleep-Spray-Lavender-8oz,Label,C,Wizard Labels,"29144 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3046,6,3,60,30,3,1,500,pcs,0.37,0,0.37,1,0.37,Pcs,Wizard Labels,"29144 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-5.7x5.25-Face-Cleanser-8oz-Side,Label,,Wizard Labels,"29145 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3047,6,3,60,30,3,1,500,pcs,0.24,,0.24,1,0.24,Pcs,Wizard Labels,"29145 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-8x2-Dermatitis-Cream-8oz,Label,,Wizard Labels,"29146 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3048,6,3,60,30,3,1,500,pcs,0.24,,0.24,1,0.24,Pcs,Wizard Labels,"29146 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-8x2-Psoriasis-Cream-8oz,Label,,Wizard Labels,"29147 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3049,6,3,60,30,3,1,500,pcs,0.24,,0.24,1,0.24,Pcs,Wizard Labels,"29147 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TA-Sunscreen,Label,,Wizard Labels,"29148 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3050,6,3,60,30,3,1,500,pcs,0.24,,0.24,1,0.24,Pcs,Wizard Labels,"29148 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-PRINTED-BACK,Label,,Wizard Labels,"29149 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3051,6,3,60,30,3,1,500,pcs,0.12,,0.12,1,0.12,Pcs,Wizard Labels,"29149 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LABL-TH-PRINTED-FRONT,Label,,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3052,6,3,60,30,3,1,500,pcs,0.12,,0.12,1,0.12,Pcs,Wizard Labels,"29150 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
LID-24-410-Disc-Top-White-HS,Top Cover,A,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.06,0.0079,0.0679,1,0.0679,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/disc-top-cap/L1368WH,L1368WH,,,,,,,1,17,,For Hibernate - transition to DS Turnkey FG,,,,,,,,,
LID-48-400-Cap-F217-Liner-White,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.1,0,0.1,1,0.1,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/continuous-thread-polypropylene-lid/L208A,L208A,,,,,,,1,17,,,,,,,,,,,
LID-TA-4oz-L240B,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.17,,0.17,1,0.17,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/continuous-thread-polypropylene-lid/L240B,L240B,,,,,,,1,17,,,,,,,,,,,
LID-TA-4oz-L240B-TA-Eczema-Cream-Pre-Labeled,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.2455,,0.2455,1,0.2455,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/continuous-thread-polypropylene-lid/L240B,L240B,,,,,,,1,17,,,,,,,,,,,
LID-TA-8oz-L475BKP1-sulfurmask-8Oz-Pre-Labeled,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.5549,,0.5549,1,0.5549,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/continuous-thread-polypropylene-lid/L475BKP1,L475BKP1,,,,,,,1,17,,,,,,,,,,,
M1005CL-Dome-Shrink-Band 77X185-DIVASTUFF,Safety Shrink Band,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.06,,0.06,1,0.06,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1005CL,,,,,,,1,17,,,,,,,,,,,
M1006CL-Dome-Shrink-Band 66X175,Safety Shrink Band,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.0885,0.0027,0.0912,1,0.0912,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1006CL,,,,,,,1,17,,,,,,,,,,,
M1108CL-Shrink-Band-152x51,Safety Shrink Band,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.03,,0.03,1,0.03,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1108CL,,,,,,,1,17,,,,,,,,,,,
M1109CL-Safety-Shrink-Band-100x38mm,Safety Shrink Band,A,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.03,0.0023,0.0323,1,0.0323,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1109CL,,,,,,,1,17,,,,,,,,,,,
M1421CL-Dome-Shrink-Dome-90mmx220mm,Safety Shrink Band,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.114,0,0.114,1,0.114,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1421CL,,,,,,,1,17,,,,,,,,,,,
M172-Shrink-Band-118x70,Safety Shrink Band,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.01,0,0.01,1,0.01,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/shrink-band-or-bag-or-sleeve/M172,M172,,,,,,,1,17,,,,,,,,,,,
M175-Shrink-Band-57x36,Safety Shrink Band,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.01,,0.01,1,0.01,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/shrink-band-or-bag-or-sleeve/M175,M175,,,,,,,1,17,,,,,,,,,,,
M879CL-Dome-Shrink-Band 77X240,Safety Shrink Band,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.1,0,0.1,1,0.1,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M879CL,,,,,,,1,17,,,,,,,,,,,
PCH-16oz-Stndup-WH-Matt,Container/Pouch,B,Sav on Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,3,6,60,30,3,1,500,pcs,0.38,0.053,0.433,1,0.433,Pcs,SavOn Bags,"789 E Cedar St, Ontario, CA 91761",,909-923-9588,CBS,https://www.sav-onbags.com/16-oz-Matte-Stand-Up-Pouch_p_89.html,1010-016,,,,,,,1,12,,,,,,,,,,,
PCH-4oz-TH-New-Preprinted,Container/Pouch,,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,1,pcs,0.15,0,0.15,1,0.15,Pcs,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
PCH-5oz-TH-New-Preprinted,Container/Pouch,B,Yason Pack,"No. 22 Huacui 1st Lane, Qiaotou Town, Dongguan City, Guangdong Province, China",,,29,40,60,60,3,1,5000,pcs,0.11,0.0795,0.1895,1,0.1895,Pcs,,,sam@yasonpack.cn,86 13925595106,CBS,,,,,,,,,1,72,,,,,,,,,,,
placeholder-liquid-stevia Label,Label,,Wizard Labels,"29135 Summit Ranch Dr, Golden, Colorado 80401",ashley@wizardLabels.com,888-277-3037,6,3,60,30,3,1,1,pcs,0.25,,0.25,1,0.25,Pcs,,,ashley@wizardlabels.com,888-277-3037,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-TA-JASMINE-VANILLA-NAT-FRAGRANCE-OIL-TMP,Raw Material,,INACTIVE,,,,5,7,60,30,3,1,1,lbs,6.2,0.0372,6.2372,2.2,13.7218,Kg,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
PS-Alpha-GPC-Capsules,Turnkey FG,,INACTIVE,,,,5,7,60,30,3,1,1,pcs,5.75,,5.75,1,5.75,Pcs,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
PUMP-DP744WH,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.28,0.01,0.29,1,0.29,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/treatment-pump/DP744WH,DP744WH,,,,,,,1,17,,,,,,,,,,,
PUMP-TA-4oz-DP601,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.4,,0.4,1,0.4,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/treatment-pump/DP617BK,DP601,,,,,,,1,17,,,,,,,,,,,
RM-Aloe-Vera-Juice,Raw Material,C,Concentrated Aloe Corporation,,,,4,3,60,30,3,1,1,gal,4.34,0,4.34,0.264172,1.1465,Liter,Walmart,,todd@conaloe.com,386-673-7566 ext. 107,CBS,,,,,,,,,1,10,,,,,,,,,,,
RM-Adv-Hand-Sanitizer-Gel-70%,Raw Material,,INACTIVE,,,,5,7,60,30,3,1,1,gal,0.1,0,0.1,0.264172,0.0264,Liter,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-PURIFIED-WATER,Raw Material,C,Puritan Springs,"1709 N. Kickapoo St. Lincoln, IL 62656",,,9,6,60,30,3,1,550,gal,1,0,1,0.264172,0.2642,Liter,Puritan Springs,"1709 N. Kickapoo St. Lincoln, IL 62656",asmith@puritansprings.com,800-292-2992 Ext. 602,NET45,,,,,,,,,1,18,,,,,,,,,,,
RM-ISO-ALCOHOL-70,Raw Material,,INACTIVE,,,,5,7,60,30,3,1,1,lbs,1.18,0,1.18,2.2,2.596,Kg,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-ISO-ALCOHOL-99,Raw Material,B,INACTIVE,,,,5,7,60,30,3,1,1,lbs,0.3321,0,0.3321,2.2,0.7307,Kg,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-Polysorbate-20,Raw Material,C,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,7,6,60,30,3,45,5,lbs,6,0,6,2.2,13.2,Kg,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,CBS,,,,,,,,,1,16,,,,,,,,,,,
RM-PWD-AgmatineSulfate,Raw Material,C,JHD Corp,,,,10,10,60,30,3,1,20,kg,27,4.4778,31.4778,1,31.4778,Kg,,,cheryl.zhang@jhdcorp.com,909-450-1735,NET30,,,,,,,,,1,23,,,,,,,,,,,
RM-PWD-BCAA,Raw Material,,INACTIVE,,,,5,7,60,30,3,1,1,kg,20,,20,1,20,Kg,,,,,CBS,,,,,,,,,1,15,,,,,,,,,,,
RM-PWD-CitricAcid,Raw Material,,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,3,6,60,30,3,1,1,lbs,9.72,0,9.72,2.2,21.384,Kg,,,info@ewlnatural.com,(503) 893-1100,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-L-Citrulline-Malate,Raw Material,,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,5,10,60,30,3,1,20,kg,32.5,0,32.5,1,32.5,Kg,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
RM-PWD-L-Theanine,Raw Material,C,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,5,10,60,30,3,1,20,kg,23.5,0,23.5,1,23.5,Kg,Certified Nutritionals,"655 North Central Ave. 17th Floor, Glendale, CA 91203",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
RM-PWD-Potassium-Sorbate,Raw Material,,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,3,6,60,30,3,1,20,kg,15.28,0.6029,15.8829,1,15.8829,Kg,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-SALICYLIC-ACID,Raw Material,B,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,3,6,60,30,3,1,20,kg,10,1.1333,11.1333,1,11.1333,Kg,Essential Wholesale Labs,"2211 NW Nicolai St. Portland, Oregon 97210",info@ewlnatural.com,(503) 893-1100,CBS,,,,,,,,,1,12,,,,,,,,,,,
RM-PWD-Spirulina,Raw Material,,Stauber,"4120 N Palm Street Fullerton, CA 92835",Stephanie.Aispuro@stauberusa.com,714-441-3631,9,5,60,30,3,1,20,kg,12.5,1.44,13.94,1,13.94,Kg,Stauber,"4120 N Palm Street Fullerton, CA 92835",Stephanie.Aispuro@stauberusa.com,714-441-3631,NET30,,,,,,,,,1,17,,,,,,,,,,,
RM-PWD-Stevia-TSG90,Raw Material,,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,5,10,60,30,3,1,20,kg,25,0,25,1,25,Kg,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
RM-PWD-Organic-Stevia-TSG90,Raw Material,A,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296329,5,10,60,30,3,1,20,kg,37,2.1742,39.1742,1,39.1742,Kg,Haigen,"No.3 Taoyuan Road,Taiwan Industry Park,QuFu 273100,China",haigen.stevia@foxmail.com,(+86)18253296328,NET90,,,,,,,,,1,18,,,,,,,,,,,
RM-PWD-Tea-Jasmine,Raw Material,C,Hunan Minglun Tea,,minglunteas@126.com,86-18153301417,10,35,60,30,3,1,20,kg,,,0,1,0,Kg,Minglun Tea,,minglunteas@126.com,86-18153301417,CBS,,,,,,,,,1,48,,,,,,,,,,,
RM-PWD-Tea-MatchGreen-Sweet,Raw Material,,Hunan Minglun Tea,,minglunteas@126.com,86-18153301417,10,35,60,30,3,1,20,kg,14.66,,14.66,1,14.66,Kg,Minglun Tea,,minglunteas@126.com,86-18153301417,CBS,,,,,,,,,1,48,,,,,,,,,,,
RM-PWD-Tea-Sencha-Green-Tea-Extract,Raw Material,B,Hunan Minglun Tea,,minglunteas@126.com,86-18153301417,10,35,60,30,3,1,20,kg,17,0,17,1,17,Kg,Minglun Tea,,minglunteas@126.com,86-18153301417,CBS,,,,,,,,,1,48,,,,,,,,,,,
RM-PWD-Wheat-Grass-Organic,Raw Material,C,"Pines International, Inc",1992 East 1400 Road | Lawrence | KS | 66044,ctong@wheatgrass.com,(785) 841-6016,10,35,60,30,3,1,20,kg,17,0,17,1,17,Kg,NP Nutra,"15161 - 15171 S. Figueroa St Gardena, CA 90248 - US",ctong@wheatgrass.com,(785) 841-6016,NET30,,,,,,,,,1,48,,,,,,,,,,,
RM-TA-EUCALYPTUS-ESSENTIAL-OIL-TMP,Raw Material,B,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,1,lbs,17.5,0,17.5,2.2,38.5,Kg,,,cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-TA-LAVENDER-ESSENTIAL-OIL-TMP,Raw Material,C,Bulk Apothecary,"115 Lena Drive Aurora, Ohio 44202",Sales@bulkapothecary.com,888-728-7612,4,4,60,30,3,25,1,lbs,38,0,38,2.2,83.6,Kg,,,Sales@bulkapothecary.com,888-728-7612,CBS,https://www.bulkapothecary.com/essential-oils/lavender-oil/,B310-033-000,,,,,,,1,11,,,,,,,,,,,
RM-TA-PEPPERMINT-ESSENTIAL-OIL-TMP,Raw Material,B,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,1,lbs,32.25,0,32.25,2.2,70.95,Kg,,,cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-TA-TEA-TREE-ESSENTIAL-OIL,Raw Material,,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,1,lbs,33.4,0,33.4,2.2,73.48,Kg,,,cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-TA-TEA-TREE-ESSENTIAL-OIL-TMP,Raw Material,B,Lebermuth,"4004 Technology Dr. South Bend, IN 46628",cbader@lebermuth.com,.800.648.1123,10,9,60,30,3,5,1,lbs,33.4,0,33.4,2.2,73.48,Kg,,,cbader@lebermuth.com,.800.648.1123,NET30,,,,,,,,,1,22,,,,,,,,,,,
RM-Witch-Hazel-Distillate,Raw Material,C,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,7,6,60,30,3,1,5,gal,15.25,0,15.25,0.264172,4.0286,Liter,MYO,"7820 E Pleasant Valley Road Independence, Ohio 44131",,800-359-0944,CBS,,,,,,,,,1,16,,,,,,,,,,,
Safetry-Shrink-Dome-M1421CL-8oz,Safety Shrink Band,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.1144,0,0.1144,1,0.1144,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,M1421CL,,,,,,,1,17,,,,,,,,,,,
"SPRAY-MIST-20-410-White-5.5""",Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,100,1000,pcs,0.16,,0.16,1,0.16,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
"SPRAY-TA-5.25""",Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,1000,pcs,0.25,,0.25,1,0.25,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
SPRAY-TA-S005,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,1000,pcs,0.29,,0.29,1,0.29,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,,,,,,,,1,17,,,,,,,,,,,
STCK-OL875WX,Sticker,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.11,,0.11,1,0.11,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,,OL875WX,,,,,,,1,17,,,,,,,,,,,
Green-Tea-Honey-Lotion-UnLabeled-8oz,White Label,,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,500,pcs,2.25,0,2.25,1,2.25,Pcs,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,1,91,,,,,,,,,,,
TA-Acne-Eliminating-Face-Cleanser-3.4oz,Turnkey FG,,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,500,pcs,1.7,0,1.7,1,1.7,Pcs,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,1,91,,,,,,,,,,,
TA-Acne-Eliminating-Face-Cleanser-8oz,Turnkey FG,,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,76,12,60,30,3,1,500,pcs,2.3,0,2.3,1,2.3,Pcs,Health Specialty,"8339 Allport Ave Santa Fe Springs, CA 90670 USA",christina@healthspecialty.com,562-273-0348,NET30,,,,,,,,,1,91,,,,,,,,,,,
"SPRAY-MIST-24-410-White-7.5""",Top Cover,C,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,500,pcs,0.13,0,0.13,1,0.13,Pcs,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/fine-mist-sprayer/S701WH,S701WH,,,,,,,1,17,,,,,,,,,,,
TRIGGER-SPRAYER-24-410-7.75,Top Cover,,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,1200,pcs,0.72,0,0.72,1,0.72,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/fine-mist-sprayer/S706BK,S706BK,,,,,,,1,17,,,,,,,,,,,
TRIGGER-SPRAYER-24-410-7.75-Black,Top Cover,B,Container and Packaging,"1345 E State St. Eagle, ID 83616 USA",Jared.Murray@containers.com,(208) 639-5868,7,7,60,30,3,1,1200,pcs,0.6992,0.0246,0.7238,1,0.7238,Pcs,,,Jared.Murray@containers.com,(208) 639-5868,NET45,https://www.containerandpackaging.com/products/fine-mist-sprayer/S706BK,S706BK,,,,,,,1,17,,,,,,,,,,,
